o_zone_id,d_zone_id,distance,node_sequence,link_sequence
1000024,1000011,35560.46,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1000029;1500089;1500090;1500081;1000011,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000443;1000538;1000083;1000084;1000523
1000024,1000012,53716.31,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1000012,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000401
1000024,1000013,29558.45,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863
1000024,1000014,12852.72,1000024;1500148;1500183;1500165;1500136;1000014,1000656;1000127;1000128;1000129;1000633
1000024,1000015,48715.27,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1000015,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000413
1000024,1000016,20555.08,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1000016,1000432;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000191;1000775
1000024,1000017,28407.81,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1000017,1000432;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000193;1000823;1001108;1000361;1001095
1000024,1000018,55264.84,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500097;1500098;1500110;1500102;1000018,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000554;1000104;1000105;1000106;1000565
1000024,1000019,30707.07,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1000019,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000419
1000024,1000020,56266.16,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1000020,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000869
1000024,1000021,26557.41,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1000021,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000871
1000024,1000022,42713.21,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1000022,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000425
1000024,1000023,42262.91,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1000023,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000873
1000024,1000025,22556.36,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1000025,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000875
1000024,1000026,13703.00,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1000026,1000432;1000032;1000455;1000452;1000009;1000010;1000437
1000024,1000027,69421.25,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1000029;1500089;1500090;1500081;1000011;1500339;1500334;1500336;1500345;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000443;1000538;1000083;1000084;1000523;1001038;1000328;1000329;1000330;1000331;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000024,1000028,71268.48,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1500259;1000028,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000251;1000879
1000024,1000029,31708.08,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1000029,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000443
1000024,1000030,22556.07,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1000030,1000432;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000817
1000024,1000031,16703.19,1000024;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1000031,1000656;1000127;1000128;1000129;1000633;1000634;1000154;1000677
1000024,1000032,38410.05,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500189;1500190;1000032,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000738;1000180;1000741
1000024,1000033,4850.93,1000024;1500036;1500047;1000033,1000432;1000032;1000455
1000024,1000034,36705.16,1000024;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1000034,1000656;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000687
1000024,1000035,7701.65,1000024;1500148;1500183;1000048;1500184;1500166;1000035,1000656;1000127;1000727;1000728;1000152;1000693
1000024,1000036,22704.15,1000024;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1000036,1000656;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000699
1000024,1000037,25557.01,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1500231;1000037,1000432;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000193;1000823
1000024,1000038,33709.09,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1000038,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000471
1000024,1000039,33408.79,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1500376;1000039,1000432;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000191;1000192;1000193;1000823;1001108;1000361;1000362;1001113
1000024,1000040,10701.96,1000024;1500036;1500047;1000033;1500046;1500058;1000040,1000432;1000032;1000455;1000452;1000009;1000477
1000024,1000041,34409.84,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1000025;1500106;1500104;1500100;1500109;1000041,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000875;1000572;1000100;1000101;1000102;1000579
1000024,1000042,59718.42,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1000042,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000483
1000024,1000043,64719.47,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1500064;1000043,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000026;1000489
1000024,1000044,46263.99,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1000044,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000889
1000024,1000045,56717.36,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1000045,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000495
1000024,1000046,51265.09,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1000046,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000891
1000024,1000047,62267.28,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1000047,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000893
1000024,1000048,4850.87,1000024;1500148;1500183;1000048,1000656;1000127;1000727
1000024,1000049,52263.85,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500097;1500098;1500110;1000049,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000554;1000104;1000105;1000581
1000024,1000050,23706.05,1000024;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1000050,1000432;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000507
1000025,1000001,3851.30,1000025;1500221;1500191;1000001,1000802;1000187;1000743
1000025,1000002,20706.67,1000025;1500088;1500093;1000050;1500304;1500282;1500294;1500296;1500276;1500267;1000002,1000536;1000080;1000547;1000968;1000260;1000261;1000262;1000263;1000264;1000895
1000025,1000003,4852.29,1000025;1500221;1500191;1500194;1000003,1000802;1000187;1000188;1000749
1000025,1000004,22707.70,1000025;1500088;1500093;1000050;1500304;1500282;1500294;1500296;1500276;1500267;1500269;1000004,1000536;1000080;1000547;1000968;1000260;1000261;1000262;1000263;1000264;1000265;1000899
1000025,1000005,66562.59,1000025;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1500126;1000005,1000802;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000157;1000613
1000025,1000006,12854.19,1000025;1500221;1500191;1500194;1500224;1500197;1000006,1000802;1000187;1000188;1000189;1000190;1000755
1000025,1000007,27709.77,1000025;1500088;1500093;1000050;1500304;1500282;1500294;1500296;1500276;1500267;1500269;1500287;1500271;1000007,1000536;1000080;1000547;1000968;1000260;1000261;1000262;1000263;1000264;1000265;1000266;1000267;1000903
1000025,1000008,15705.05,1000025;1500106;1500104;1500100;1000013;1500313;1500326;1500309;1000008,1000572;1000100;1000101;1000561;1000986;1000306;1000307;1000979
1000025,1000009,53712.78,1000025;1500106;1500104;1500100;1000013;1500313;1500326;1500309;1500320;1500327;1500329;1500317;1500331;1500323;1500311;1000009,1000572;1000100;1000101;1000561;1000986;1000306;1000307;1000308;1000309;1000310;1000311;1000312;1000313;1000314;1000983
1000025,1000010,20855.55,1000025;1500106;1500104;1500100;1500109;1500097;1500098;1000010,1000572;1000100;1000101;1000102;1000103;1000104;1000557
1000025,1000011,17855.36,1000025;1500088;1500093;1500085;1500089;1500090;1500081;1000011,1000536;1000080;1000081;1000082;1000083;1000084;1000523
1000025,1000012,36711.85,1000025;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1000012,1000536;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000401
1000025,1000013,7852.41,1000025;1500106;1500104;1500100;1000013,1000572;1000100;1000101;1000561
1000025,1000014,34709.11,1000025;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014,1000802;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633
1000025,1000015,31710.80,1000025;1500088;1500093;1000050;1500304;1500282;1500294;1500296;1500276;1500267;1500269;1500287;1500271;1500280;1000015,1000536;1000080;1000547;1000968;1000260;1000261;1000262;1000263;1000264;1000265;1000266;1000267;1000268;1000921
1000025,1000016,14855.16,1000025;1500221;1500191;1500194;1500224;1500197;1500207;1000016,1000802;1000187;1000188;1000189;1000190;1000191;1000775
1000025,1000017,22707.89,1000025;1500221;1500191;1500194;1500224;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1000017,1000802;1000187;1000188;1000189;1000190;1000191;1000192;1000193;1000823;1001108;1000361;1001095
1000025,1000018,32857.53,1000025;1500106;1500104;1500100;1500109;1500097;1500098;1500110;1500102;1000018,1000572;1000100;1000101;1000102;1000103;1000104;1000105;1000106;1000565
1000025,1000019,12852.33,1000025;1500088;1500093;1500085;1000019,1000536;1000080;1000081;1000531
1000025,1000020,34560.12,1000025;1500106;1500104;1500100;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1000020,1000572;1000100;1000101;1000561;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000869
1000025,1000021,4851.37,1000025;1500106;1500104;1000021,1000572;1000100;1000569
1000025,1000022,25708.74,1000025;1500088;1500093;1000050;1500304;1500282;1500294;1500296;1500276;1500267;1500269;1500287;1000022,1000536;1000080;1000547;1000968;1000260;1000261;1000262;1000263;1000264;1000265;1000266;1000935
1000025,1000023,20556.87,1000025;1500106;1500104;1500100;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1000023,1000572;1000100;1000101;1000561;1000986;1000306;1000307;1000979;1000858;1000246;1000873
1000025,1000024,22706.28,1000025;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1000024,1000802;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000657
1000025,1000026,8853.25,1000025;1500221;1500191;1500194;1500224;1000026,1000802;1000187;1000188;1000189;1000809
1000025,1000027,51716.04,1000025;1500088;1500093;1000050;1500356;1500344;1500348;1500351;1500339;1500334;1500336;1500345;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1000536;1000080;1000547;1001072;1000324;1000325;1000326;1000327;1000328;1000329;1000330;1000331;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000025,1000028,49562.45,1000025;1500106;1500104;1500100;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1500259;1000028,1000572;1000100;1000101;1000561;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000251;1000879
1000025,1000029,14703.62,1000025;1500088;1500093;1000050;1500304;1500282;1500294;1000029,1000536;1000080;1000547;1000968;1000260;1000261;1000949
1000025,1000030,16856.15,1000025;1500221;1500191;1500194;1500224;1500197;1500207;1500228;1000030,1000802;1000187;1000188;1000189;1000190;1000191;1000192;1000817
1000025,1000031,38559.58,1000025;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1000031,1000802;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000677
1000025,1000032,16704.02,1000025;1500106;1500104;1500100;1000013;1500189;1500190;1000032,1000572;1000100;1000101;1000561;1000738;1000180;1000741
1000025,1000033,17705.32,1000025;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1000033,1000802;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000681
1000025,1000034,58561.55,1000025;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1000034,1000802;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000687
1000025,1000035,29558.04,1000025;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1000048;1500184;1500166;1000035,1000802;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000727;1000728;1000152;1000693
1000025,1000036,44560.54,1000025;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1000036,1000802;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000699
